p_sat_min, Result
0.0, 4.000000000000002
0.05, 4.249999999999999
0.1, 4.500000000000001
0.15000000000000002, 4.749999999999998
0.2, 5.0
0.25, 5.25
0.30000000000000004, 5.5
0.35000000000000003, 5.7499999999999964
0.4, 6.0
0.45, 6.250000000000001
0.5, 6.5
0.55, 6.750000000000001
0.6000000000000001, 7.0
0.65, 7.249999999999999
0.7000000000000001, 7.5
0.75, 7.750000000000002
0.8, 7.999999999999999
0.8500000000000001, 8.25
0.9, 8.5
0.9500000000000001, 8.75
1.0, 9.0
