p_sat_comp, Result
0.0, 2.5
0.05, 2.7499999999999996
0.1, 3.000000000000001
0.15000000000000002, 3.25
0.2, 3.5000000000000004
0.25, 3.75
0.30000000000000004, 3.9999999999999996
0.35000000000000003, 4.249999999999999
0.4, 4.500000000000001
0.45, 4.75
0.5, 5.0
0.55, 5.25
0.6000000000000001, 5.5
0.65, 5.750000000000001
0.7000000000000001, 5.999999999999998
0.75, 6.25
0.8, 6.5
0.8500000000000001, 6.749999999999999
0.9, 6.999999999999999
0.9500000000000001, 7.249999999999998
1.0, 7.5
